web_scraper_order,web_scraper_start_url,pagination,smaak,€dag,eiwit,vet,data,kcal,lijn,vezels,textuur,shop,merk,merk2,fosfor,ca:p,intact,castraat,sensitive2,graanvrij2,bio2,ingr2,fosfor2,sensitive,graanvrij,bio,ingr
1773261189-785,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Fazant en konijn,€ 2.36,41%,51%,8%,1.00,Symphonie – nr. 9,1.3%,Reepjes/paté,GranataPet (DE),GranataPet,GranataPet,159,1.56,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-786,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Wild zwijn en eend,€ 2.39,42%,52%,6%,0.99,Symphonie – nr. 10,1.3%,Reepjes/paté,GranataPet (DE),GranataPet,GranataPet,162,1.56,3,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-787,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Gevogelte en bruine rijst,€ 2.30,40%,49%,11%,0.89,Blik – Adult,1.4%,Paté,Grau (DE),Grau,Grau,280,1.16,3,1,1,G,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-788,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Gevogelte en zeevis,€ 1.01,40%,51%,9%,0.90,Blik – Adult,1.4%,Paté,Zooplus,Grau,Grau,301,1.11,3,1,2,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-789,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en lam,€ 2.20,41%,50%,9%,0.90,Blik – Adult,1.9%,Paté,Zooplus,Grau,Grau,301,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-790,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kalkoen, kip en eend",€ 2.38,42%,51%,7%,0.86,Blik – Adult,1.5%,Paté,Grau (DE),Grau,Grau,313,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-791,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kalkoen, zalm en makreel",€ 2.21,41%,51%,7%,0.89,Blik – Adult,1.9%,Paté,Zooplus,Grau,Grau,314,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-792,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalf,€ 1.95,36%,59%,5%,1.01,Blik – Adult,2.3%,Paté,Zooplus,Grau,Grau,247,1.16,2,3,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-793,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalkoenharten,€ 2.30,42%,51%,6%,0.86,Blik – Adult,2.0%,Paté,Zooplus,Grau,Grau,315,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-794,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam en bruine rijst,€ 1.67,31%,61%,8%,1.18,Blik – Adult,1.2%,Paté,Zooplus,Grau,Grau,236,1.11,4,4,3,G,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2024/03/Bevat-glutenvrije-granen.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-795,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en eend,€ 1.67,30%,59%,11%,1.23,Blik – Adult,1.5%,Paté,Grau (DE),Grau,Grau,211,1.12,4,4,3,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-796,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, wortel en kattenkruid",€ 2.38,42%,51%,7%,0.86,Monoprotein – Adult,1.5%,Paté,Grau (DE),Grau,Grau,313,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-797,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en lam,€ 2.22,41%,50%,9%,0.90,Pouch,1.9%,Paté,Zooplus,Grau,Grau,301,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-798,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalf,€ 1.97,36%,59%,5%,1.01,Pouch,2.3%,Paté,Zooplus,Grau,Grau,247,1.16,2,3,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-799,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 2.21,40%,50%,10%,0.90,Pouch – Puur,1.4%,Paté,Zooplus,Grau,Grau,299,1.11,3,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-800,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.33,42%,51%,7%,0.85,Pouch – Puur,2.0%,Paté,Zooplus,Grau,Grau,316,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-801,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 2.22,40%,51%,9%,0.90,Pouch – Puur,1.4%,Paté,Zooplus,Grau,Grau,301,1.11,3,1,2,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-802,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.74,24%,73%,3%,1.14,Pouch – Puur,1.4%,Paté,Zooplus,Grau,Grau,253,1.10,4,4,3,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-803,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoenfilet en tonijn,€ 3.79,47%,50%,3%,0.93,Joy,1.8%,Paté,Zooplus,Greenwoods,Greenwoods,NB,NB,4,2,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-804,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoenfilet en zalm,€ 3.49,46%,53%,1%,0.96,Joy,1.8%,Paté,Zooplus,Greenwoods,Greenwoods,NB,NB,4,2,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-805,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kipfilet,€ 3.51,46%,49%,5%,0.95,Joy,1.8%,Paté,Zooplus,Greenwoods,Greenwoods,NB,NB,4,2,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-806,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kipfilet en kalf,€ 3.51,46%,49%,5%,0.95,Joy,1.8%,Paté,Zooplus,Greenwoods,Greenwoods,NB,NB,4,2,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-807,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.62,44%,45%,11%,0.80,Bio,1.5%,Paté,Zooplus,Happy Cat,Happy Cat,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-808,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en eend,€ 4.72,44%,45%,11%,0.80,Bio,1.5%,Paté,Happy Cat,Happy Cat,Happy Cat,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-809,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalkoen,€ 3.53,43%,45%,11%,0.82,Bio,1.5%,Paté,Zooplus,Happy Cat,Happy Cat,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-810,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 2.47,30%,57%,13%,1.17,Bio,1.2%,Paté,Zooplus,Happy Cat,Happy Cat,NB,NB,5,5,3,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-811,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 2.49,34%,47%,19%,0.82,Culinair – Alpen,2.6%,Saus,Zooplus,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-812,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 2.49,34%,47%,19%,0.82,Culinair – Atlantik,2.6%,Saus,Zooplus,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-813,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend,€ 2.49,34%,47%,19%,0.82,Culinair – Land,2.6%,Saus,Zooplus,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-814,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Gevogelte,€ 2.49,34%,47%,19%,0.82,Culinair – Land,2.6%,Saus,Zooplus,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-815,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel,€ 2.49,34%,47%,19%,0.82,Culinair – Water,2.6%,Saus,Zooplus,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-816,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam,€ 2.49,34%,47%,19%,0.82,Culinair – Weide,2.6%,Saus,Zooplus,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-817,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,–,€ 3.55,35%,48%,17%,0.81,Sensitive – Huid en vacht,3.2%,Saus,Happy Cat,Happy Cat,Happy Cat,NB,NB,3,4,3,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-818,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,–,€ 3.74,37%,41%,22%,0.77,Sensitive – Maag en darm,2.2%,Saus,Happy Cat,Happy Cat,Happy Cat,NB,NB,4,4,3,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-819,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Eend, aardappel en banaan",€ 2.23,32%,65%,4%,1.27,Adult,1.0%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,4,5,3,N,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-820,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Gans, courgette en tomaat",€ 3.17,45%,12%,44%,0.89,Adult,1.0%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,5,5,3,N,J,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-821,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Hert, bleekselderij en peer",€ 2.53,39%,61%,0%,1.12,Adult,3.9%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,134,1.07,4,3,2,N,J,?,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773261189-822,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, wortel en kamut",€ 2.07,30%,66%,4%,1.37,Adult,1.5%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,5,5,3,N,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-823,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn en kaas,€ 2.46,38%,58%,4%,1.20,Adult,3.5%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,5,4,3,N,J,?,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773261189-824,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Paard, wortel en kokosvlokken",€ 3.11,48%,47%,5%,1.01,Adult,1.9%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,4,3,2,N,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-825,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Rund, pompoen en quinoa",€ 2.45,38%,57%,6%,1.15,Adult,2.8%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,5,4,3,N,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-826,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Rund, wortel en biergist",€ 2.44,37%,57%,6%,1.16,Adult,2.7%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,5,4,3,N,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-827,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Vis, garnaal en groenlipmossel",€ 1.93,39%,56%,5%,1.53,Adult,2.2%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,111,1.12,4,3,2,N,J,?,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773261189-828,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en kip,€ 2.18,31%,65%,3%,1.35,Adult,1.8%,Paté,Herrmann’s,Herrmann’s,Herrmann’s,NB,NB,5,5,3,N,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-829,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.44,34%,44%,22%,0.80,Science Plan – Favorite Selection – Adult 1-6 jaar,2.2%,Reepjes/Saus,Medpets,Hills,Hills,151,1.17,1,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-830,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 3.44,34%,44%,22%,0.80,Science Plan – Favorite Selection – Adult 1-6 jaar,2.2%,Reepjes/Saus,Medpets,Hills,Hills,151,1.17,1,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-831,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zeevis,€ 3.39,33%,45%,22%,0.81,Science Plan – Favorite Selection – Adult 1-6 jaar,2.5%,Reepjes/Saus,Medpets,Hills,Hills,149,1.25,1,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-832,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.44,38%,23%,39%,0.71,Science Plan – Favorite Selection – Adult 1-6 jaar – Light,9.5%,Reepjes/Saus,Medpets,Hills,Hills,182,1.46,5,4,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-833,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Oceaanvis,€ 3.84,39%,24%,37%,0.64,Science Plan – Favorite Selection – Adult 1-6 jaar – Light,10.5%,Reepjes/Saus,Medpets,Hills,Hills,235,1.27,5,5,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-834,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en groenten,€ 4.16,32%,34%,34%,0.85,Science Plan – Healthy Cuisine – Adult – Sterilised (stew),5.0%,Gelei,Medpets,Hills,Hills,188,1.38,2,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
